num	period	title	date	body
1066	pandemic	우울증 약	2022.10.19	"안녕하세요! 제가 우울증약으로,,브린텔릭스5mg와 자나팜정 0.125mg 를 처방받았습니다.,,수험생인데 공부에 지장이 있을 정도로 우울감이 심하고 집중력이 저하돼서 처방받았는데요.,,먹은지 이틀차인데 우울감은 거의 사라졌지만,어지러움과 피곤함이 너무 심하네요.. ㅠㅠ,,공부에 집중하고 싶어서 먹는건데 오히려 더 멍하고 어지럽습니다. 일시적인 현상인 것 같은데 좀더 기다려보는게 좋을까요?"
1067	pandemic	우울증 재발한거 같아요	2022.10.19	"안녕하세요 22살 남자입니다 작년 10월달에 우울증을 처음으로 걸려 2월 중순 정도되서 괜찮아 진거같아 정신과 약 복용을 중단하고 쭉 살아오다가 올해 최근 이주전부터 다시 우울증이 재발한거 같습니다 그래서 다시 약을 복용한지 이틀 되었는데 좀처럼 나아질거 같은 기운이 안드네요 .. 우울증이 괜찮아졌을땐 자존감도 높아졌고 여기저기 잘 싸돌아 다녔고 말하는 것도 좋아하고 저가 enfp라 활발했거든요 근데 이번년도에 사기를 당해 친구들한테 돈을 빌려 늦게갚고 신뢰가 깨지다보니 친구들이 제 곁을 다 떠난거 같고 혼자 남아 있는 기분이고 딱히 누굴 만나거나 연락하는 사람없으니 자연스럽게 말수는 줄어들고 하네요 폰으로 딱히 뭘 하거나 흥미도 잃었고 밖에 사람들 폰보면서 지나가면 무얼보나 의식하기도 하고 너무 무기력해서 잠만 자고싶고 심장 두근거리고 이렇게 시간을 무참히 쓰면 어떡하냐 부질없다고 느낍니다 또 저가 어려서부터 책을 별로 읽지않은 편이라 독해력 어휘력도 딸리는 거 같고 뇌가 둔해진거 같네요 평범히 일상생활 했을 땐 아무런 느낌 못받았는데 지금오니까 더 그런거 같습니다 그래서 책도 읽을려고 노력하는데 우울증 증상중에 집중력 저하도 있어서 글이 잘 들어오지가 않네요 ..,그러니 시간은 시간대로 낭비한 기분이고 사회 물정이나 상식같은 것도 잘 모르니 나는 왜 이렇게 아는게 없을까 제 자신이 너무 무식한거 같아서 자책을 많이 하다보니 자존감은 더 떨어진거 같네요 해결방법 없을까요 무조건 책 많이 읽어야하나요 이러면 안되겠다 싶어 헬스도 끊은 상태이고 알바는 주 6일 오후 4시부터 출근이어서 그전까지 시간을 효율적으로 쓰고싶어도 무기력하니 운동하거나 책 읽는것도 하기싫고 누워있고 싶네요 어떡해야 하나요 제 자신 앞으로 잘 살아갈 수 있을까요 ?"
1068	pandemic	우울증 때문에 글을 잘 못 읽는 것 같아요	2022.10.20	"우울증 진단을 받아 5개월째 약물치료 중입니다.,시험을 준비하고 있는 수험생인데요,글을 읽어야 하는데 제가 아는 내용임에도 불구하고 글을 여러번 읽어야 이해가 되고 그만큼 문제를 풀 때도 시간이 걸려서 걱정입니다. 풀다가 이해가 안되면 불안해져서 아예 문제 풀기를 포기하게 되더라구요..,그러다보니 시험이 얼마남지 않았음에도 불구하고 모의고사도 제대로 풀지 못하는 경우가 늘었습니다.,이게 집중력의 문제일까요?,혹시 집중력을 높이는 약도 원하면 처방해주실까요?"
1069	pandemic	우울증 치료중 술 마셔도 괜찮을까요 ?	2022.10.21	"우울증 진단을 받고 매일 처방된 약을 먹고있습니다.,의사선생님께서 우울증 약 먹을 때 술은 절대 먹지 말라고 하셔서 금주는 계속 하고있습니다.,,문제는 업무 특성상 술을 가끔 마실 수 밖에 없을 것 같아요..,같은 팀 상사께는 약때문에 못먹는다고 말씀드려도 되지만 거래처 미팅 등 분위기를 맞춰야하는 자리도 있어 안된다고만 할 수도 없을 것 같습니다.,,약을 아침 한번 자기전에 한번 먹고는 있는데,술을 어쩔수 없이 마신다면 약 먹는 시간을 어느정도 늦춰야 할까요 ?"
1070	pandemic	병원 갔더니 우울증이 너무 심하다고 하는데요 ... 어떻게 해야 극복 가능 할까요?	2022.10.24	"병원 갔더니 우울증이 너무 심하다고 하는데요 .. 어떻게 해야 극복 가능 할까요?,,타지에서 몇개월 자취하고 살다가 다시 본가 들어온다고 타지에서 병원 한번가고 안갔어요 한번 갔던 병원에서 심하다고 입원 권유 하셨는데 돈 없어서 그냥 약만 받고 나왔어요 성인인데 부모님한테 말하기도 그래서 그냥 우울증있다고만 했어요...,극복 방법 없을까요? 매일 밤만 되면 우울해서 잠을 제대로 못잡니다 ... 그리고 살고 싶지 않다는 생각도 듭니다 ... 잠깐 좋아하는 아이돌 노래 들으면 기분 업 되었다가 축 처집니다 우울증 후유증으로 기억력도 안좋아요ㅠ,그리고 공황장애도 있어요 좋아하는 아이돌 콘서트가 영화로 개봉되서 친구랑 같이 영화관 6번인가 갔거든요? 근데 갈때마다 사람 많아서 그런지 지하철에서 부터 숨막히고 몸이 떨리고 머리도 어지럽고 해서 집에 돌아갈까하다 친구랑 약속 한거라 참고 그냥 가서 봤어요,그리고 타지에 있을때 직장 안다닐때 우울해서 잠못자서 밤샌적 많아요 자면 악몽 꿔서요 ㅠ,그리고 도르크 칼있길래 자해 했는데 칼날이 잘 안되서 자국만 남더니 없어지더라구요.."
1071	pandemic	우울증 입원	2022.10.24	안녕하세요 중학생 여자 입니다. 제가 약 2주일 전쯤 대학병원에서 종합심리 검사받고 우울증 판정을 받았어요 약도 받았는데 약은 푸로작캡슐 20mg랑 아빌리파이정 2mg 처방 받았습니다 근데 한 삼일 정도 먹다가 일주일 정도 안먹었는데 갑자기 너무 우울해지면서 그동안 겪었던 우울보다 더 심하게 오더라구요 그래서 약은 오늘부터 다시 먹고있는데 우울증 입원은 약을 꾸준히 먹고도 상태가 안나아지면 입원을 하는건가요? 보통 6주 이상 먹어야 효과가 나타난다는데 현재 너무 힘이 들어서요 매일 아침이 와서 또 하루를 보내야 한다는 생각에 너무 힘이 들구요 마음이 불안해 심장이 불편하구요 저도 남들처럼 평벙하게 지낼 수 있는지 불안하구요 다음 정신과 진료가 12월에 잡혀있어서 그때까지 버티지 못할것같아 입원 가능한지 물어봅니다.
1072	pandemic	나 가을타나봐요	2022.10.26	"2020년 요맘때쯤 우울증 진단을 받고 약을 먹고,나아지질 않으니 더 많이 처방받고 상담을 받고,그래도 지금은 많이 단단해졌다 생각했는데,친구도 있는데,여친도 있는데,근데 막상 중요할땐 터놓고 얘기할 사람이 없네요,,뭐 딱히 감성탈 생각은 없었는데,상황이 좀 서러워서,얘기할 사람도 없고,,꿈을 좇아 대학이라는걸 갔는데,지잡인 탓인지 생각이랑 너무 다르고,관계도 꼬였고 팀플 조원들은 나 무시하고,아픈건지 나태한건지 암튼,출석도 제대로 못해,과제도 안해,그래서 학사경고까지 먹었는데도 행동거지는 안나아지네요,,뭐 그리 긴 기간도 아니겠지만,그래도 몇년째 이런 생활만 하다보니,서럽기도 하고,창 밖에 지나다니는 사람들 보면,부럽기도 하고,,이젠 눈물도 안나오는데,마음이 너무 아려서 못견디겠어요,사라져버리고싶기도 하고,,많이 괜찮아졌다 싶었는데,그건 또 아닌가봐요,마음은 날씨같은거라고 굳게 믿고있었는데,요즘은 눅눅한 날들이 길어지네요,아직 아픈가봐요,,동정받고 싶지도 않은데,뭔 생각으로 끄적이는건지 참,주저리주저리 말 많네요,,당신들은 행복하세요,생판 남이지만 그래도 아프면 마음 안좋잖아요,저도 그렇게 할게요."
1073	pandemic	우울증약 먹고있는데 어느정도인지 질문드립니다.	2022.10.28	"약간의 우울증 및 심한 불안장애로 진단받고,약을 처방받아 먹고 있습니다.,,근데 약을 먹어도 별 다른 느낌이 없는거 같아서,제가 먹고있는 약이 어느정도인지 (평균?대비 적은 용량인지..) 궁금해서 문의드립니다.,,다음 진료때까지 조금 텀이 남았는데 급 궁금해져서...,,노르작캡슐 2개 (NZ20 이라 적힌 연두색 캡슐약 두개),인데놀정 10mg 1개,자나팜정 0.25mg 1개,,이렇게 하루에 1번 아침에만 먹고있습니다."
1074	pandemic	만성 우울증 극복할 수 있을까요? (수유 50대후반/여 우울증)	2022.10.29	"만성 우울증 진단을 받았습니다.,,마음이 힘들다는 느낌을 자주 받기는 했는데,,지금이라도 그 원인을 알아서 다행이라는 생각이 들기는 하지만,,우울증을 극복하기에 너무 늦은 게 아닐지 걱정입니다.,,제가 만성 우울증을 극복할 수 있을까요?"
1075	pandemic	정말 우울증이 호전되는건가요?	2022.11.05	"하루종일 자거나 누워만있다가 정신과를 방문하니 우울증을 진단받았습니다,그런데 처음 처방받은 렉사프로를 먹자마자 첫날부터 활기가 생겨 외출하게 되었고 돈도 쓰고 말도 많아졌는데 그게.. 장례식장에서 모르는 애기들한테 말까지 걸고 평소에 왕래도 전혀 안 하던 친척에게 새벽까지 말을 걸어서 대화가 끊이지 않을 정도였으며 사소한 행동 하나에 극도로 예민해져서 정숙을 지켜야하는 장소인 장지에서 이성을 잃고 왜 날 무시하냐 내가 우스워보이냐 당장 집으로 가겠다며 소리지르고 주변인과 크게 다퉜습니다,그 정도가 좀 심해서 주변에 있던 사람들이 모두 쳐다볼정도였어요,지금은 제가 잘못된 행동을 했다는걸 인지하지만 그 때 당시에는 감정만 앞섰던 것 같습니다,그리고 친할머니께서 돌아가셔서 장례식장에 갔던건데 슬프다는 느낌보다 이상하게도 신나는 기분이 더 컸었습니다; 할머니가 돌아가신 것보다 제가 사람들을 만나 대화를 나누는게 더 즐겁다는 다소 이해하기 어려운 느낌이 들었어요,눈물을 흘린것도 슬퍼서라기보다 울지 않으면 주변에서 이상하게 볼테니 어쩔 수 없이 그랬던 것 같습니다,원래는 화도 잘 안내고 매우 수동적인 성격이고 극 소심한 성격이라 절대 남에게 먼저 말을 걸지 않습니다 또 긍정적인 성격도 아니구요..,그리고 그동안 실컷 잤으니 지금은 안자도 되겠다는 말도안되는 생각으로 밤을 새거나 2~3시간만 자기도 했는데도 다음날 전혀 피곤하지 않았습니다,,주치의선생님께 말씀드리니 선생님께서는 우울증이 호전되는 좋은 징조로 보인다고 하셨는데,가족들은 뭔가 이상해보인다면서 병원을 옮겨보자고 합니다,이것 말고도 작년에 의욕이 불타올라 시험준비한답시고 돈을 썼는데 가족들 이야기로는 왜 저렇게 갑자기 물건을 많이 사지? 싶을정도로 이상했답니다,,그냥.. 쓸데없는 걱정인건가요?,가족들이 괜한 걱정을 하는거겠죠?"
1076	pandemic	부모님이 너무 힘들어보여요	2022.11.06	제가 우울증 진단을 받은지 쫌 됐는데 그래서 그런지 부모님이 힘들어 보여요 너무 눈치 보여서 집에 있으면 안될거같은 느낌이에요 부모님께 해드릴꺼 없을까요?
1077	pandemic	우울증 약 복용	2022.11.13	"제가 몇년 전에 우울증 진단을 받았었는데 약복용을 권하셨지만 아무것도 안하고 그냥 넘겼거든요 근데 며칠 전에 부모님 설득 끝에 또 다녀왔는데 비슷한 결과가 나왔어요 주위에서 약 복용 진지하게 생각 해 보자.. 나쁜거 아니고 더 좋아지려고 도와주는 거다 이러는데... 우울증약은 부작용 같은거 없나요? 체중감량같은거요 제가 원체 잘 못먹어서 살려고 먹는 한약같은 게 좀 있거든요,다른 약과 같이 복용 해도 되나요?"
1078	pandemic	"렉사프로정 5mg , 트리티코정25mg 복용중인데 술 아예 마시면 안되나요?"	2022.11.14	"안녕하세요. 우울증 진단받고 아침에 렉사프로 5mg, 자기전 트리티코정 25mg 2주째 복용중입니다. 원래는 매일 맥주 3-4캔씩 마시고 잤었는데 약처방받고 매일 먹는 술은 아예 마시지 않고 있다가 주말에 여자친구 만나서 맥주 2-3캔 정도 마셨거든요. 주치의 선생님께서는 주에1번정도 1-2잔 까진 괜찮다하셨어가지구요. 술을 어느정도 어느빈도로 먹어야 하고, 먹었을때 약은 먹어야 하는지 말아야 하는지 궁굼합니다."
1079	pandemic	우울증인데 도움을 받고 싶습니다	2022.11.15	"자살시도를 해서 응급실에 실려갔다가 우울증이라는걸 알았습니다.,우울증이라는걸 알고 나서 부턴 더 우울감이 느껴지는것 같습니다.,남편은 자상한 사람이지만 자살시도를 한것에 대하여 화가나고 우울증이라는것에 대하여 대수롭지않게 생각하는것 같습니다.,정신병원에 다녀왔는데 의사선생님은 우울증은 유전병이고 절대 정상이 아니라며 상담이라기 보단 혼을 내는 듯한 느낌이었습니다.,응급실에 다녀온 후 매주 사회복지사에게 전화가 오는데 사회복지사 또한 근황을 물어볼뿐 별다른 말을 하지 않습니다.,,우울이 심해질때마다 지금 내가 우울하다라고 누구에게든 말하고 싶고 이야기를 하고 싶은데,원래 우울증은 아무런 도움없이 혼자서 이겨내 나가야 하는건지,,다른 우울증 환자 분들은 어떻게 이겨나간건지 궁금합니다"
1080	pandemic	우울증 감정	2022.11.17	우울증 진단 받았는데 맛있는 음식 먹어서 기분 좋거나 웃긴 영상 보면서 웃을 때 뭔가 죄책감이 느껴져요. 그렇게 울어놓고 이런 거에 웃는다고? 하면서요. 감정을 어떻게 다스리죠?
1081	pandemic	우울증으로 약물 복용 중인데요. 어떻게 치료를 해야하나요? (창원 20대후반/남 우울증)	2022.11.20	"몆년전부터 증상은 있었지만 최근 6~7개월전부터 우울은 진단받고 안정제 복용중입니다,,심리상담도 같이 치료중인데 약 부작용도 있고 증상이 크게 좋아지는 걸 모르겠어서,,다른쪽으로도 치료방법이 있나 찾아보다 글남깁니다,,우울증 치료가 가능한지 어떻게 치료가 되는건지 궁금합니다"
1082	pandemic	"우울증 , 공황장애"	2022.11.23	우울증 진단 받고 1년동안 병원을 다니고 있는데요 최근에 공황장애까지 일어나서 꽤나 고생을 하고 있습니다 추가적으로 약도 먹으며 하루하루 살아가는데 나아지는 효과를 보고 있지 못해서 괴로운 것 같아요 혹시 상태가 더 악화되면 병이 더 심해질까요? 잘못될까봐 두려워요
1083	pandemic	"정신과 치료 하루, 14일치 약물처방. 실손보험 가입 거절되나요?"	2022.11.23	"이번에 정신과에 들러서 우울증 진단을 받고 제목과 같이 14일치 약 처방을 받았습니다.,,그런데 우울증 보험처리가 16년도 이루 실비보험 가입자에 한정된다는 정보를 보고서 기존 보험을 해지하고 다시 가입해야 하는지에 대해 고민이 생겼습니다.,,제가 알기로는 7일 이상 치료, 30일 치 이상의 약물을 처방받았을 시에 이를 보험사에 고지할 의무가 있다고 하는데, 혹시 저와 같은 사례도 이에 해당될 지 궁금합니다."
1084	pandemic	A- 006 2 약 어떤 작용하는지 알수있을까요	2022.12.01	"우울증 진단으로 약먹고 있는데,처음 먹어보는 약이라,어떤 약인지 궁금해서,여쭙습니다,이약은 어떤 약인가요?"
1085	pandemic	우울증 불안장애 약 부작용	2022.12.02	이번에 불안장애와 우울증 진단을 받고 약을 먹고 있습니다. 평소랑 크게 다르지는 않는데 약을 먹고 오히려 더 많이 무기력해졌는데 약 부작용인 걸까요?
1086	pandemic	우울증 걸리면 화도 주체가안되나요?	2022.12.13	"20초반 여자고요,우울증으로 약먹고있어요. 먹은지는 좀 됐어요.,최근에 우울증 장기화 때문에 무력감을 느끼고 약 복용을 무단으로 중단했어요. 먹어봤자 아무의미 없는것 같고 그렇네요.,더이상 행복한거 바라지도 않아요.,적당히 살다가 하루아침에 떠나든, 아니면 그냥 이대로 무의미한 인생을 연명해나가겠죠.,,아무튼 , 제가 최근들어 화가 너무 많아졌는데요,이것도 우울중의 증상 중 하나인가요?,지금도 언니가 코 고는 소리에 화가 머리끝까지 나있어요.,눈앞에 보이는 컵을 다 부숴버리고 싶은데 참고있어요.,밤에 잘때도 코고는소리에 깨는데,(전에는 안 그랬는데 요즘 부쩍 예민해져서 자꾸 깹니다.),깰때마다 진짜 속에서 뭔가 부글부글 끓어올라서,오늘 새벽에도 화를 주체를 못하고 바닥을 여러번 내려쳤어요.,마음같아서는 소리도 지르고 물건도 부셔버리고싶어요. 너무 화나니까요,글 쓰는 지금도 주체가 안되네요.,우울함, 화남 이외엔 감정도 잘 안느껴지고요. 스스로가 많이 한심하네요. 이것도 그냥 증상 중 하나일 뿐이죠?,새로운 병이 찾아왔다거나 그런건 아닌게 맞죠?"
1087	pandemic	낮은 자존감	2022.12.19	"우울증을 진단받았고 병원은 잘 안가요 제가 20대초반이라 그런지 의사선생님께서 해주시는 말들과 시선이 너무 뻔해보여서 잘 안다니고 있구요,현재 자존감이 너무 떨어져있어요 바닥을 뚫고 지하까지 내려앉은 상태라 종일 집에서만 지내요,제 현재 상태를 더욱 알기쉽게 설명해드리자면 언제는 혼자 점심을 겨우 챙겨 먹다가 살겠다고 밥을 꾸역꾸역 입에 넣고 처먹는 제 모습이 꼴사납다는 생각이 들면서 운적도 있구요 또 다른 날엔 제 자신이 답답하고 한심하면서도 오묘한 감정이 들면서 제 자신이 싫어서 뺨을 마구 때린 적도 있어요,무튼 이렇게 자존감을 잃은 상태이고 자존감에 좋다는 글쓰기 산책하기 뭐 여러가지 해봤지만 정작 자존감의 근본적인 것들은 채워지지가 않더라구요 그런데 가족들과 같이 살고 있는 중인데 저는 저를 위해 자존감을 겨우 되찾으려 노력중인데 가족들이 자꾸만 저의 자존감을 잃게 만들어요 가령 제가 하는 행동들이나 취향에 매번 부정하고 제가 하는 말은 신빙성이 없는 말인것처럼 여겨요 전문적인 얘기를 한게 아니고 제가 느낀 감정들을 표현한 것뿐인데 말이죠 출가를 하자니 예산이 부족해서 어쩔 수 없이 지내고 있어요 언젠가는 다시 직장을 다녀야겠지만 현재 상황으로는 겁이나서 아무것도 못하겠더라구요,이런 경우에서도 제 자신을 잃지 않고 자존감을 챙길 수 있는 방법이 있을까요 조언부탁드려요"
1088	pandemic	정신과에서 우울증 진단을 받았는데 약을 복용하진 않고 있어요. (창원 30대초반/여 우울증)	2022.12.22	"30대 여자입니다..우울증 진단을 받았는데 제가 약에 민감한 편이라서 신경정신과 약물 치료는 겁이 나서 치료를 미룬 상태입니다,,심리상담이나 한의원 치료를 먼저 받아볼까 하는데 치료가 가능할지 또 기간은 어떻게 되는지 궁금합니다"
1089	pandemic	너무 우울해요	2023.01.03	몇년짼지도 모르게 우울증을 앓고 있어요 병원에서 약도 받아 먹고있는데 효과가 없고요 몇달 전까지는 한번 우울하면 진짜 죽고싶고 하염없이 눈물만 줄줄 나왔다가 화도 나고 팔도 미친듯이 긋고 그랬는데 이제는 아무 느낌도 안나요 그냥 허탈해요 감정이 느껴지지도 않고 어떻게 될 거라는 느낌도 없어요 이미 죽은사람같아요
1090	pandemic	신경정신과약..휴..힘드네요	2023.01.03	"작년2022년 7월초부터 9월말까지 3개월간,항우울제 .항불안제.수면제를 복용하다가,9월말부터 약을 제가임으로 끊었습니다,복용이유는 약간의우울증과 잠이안와서였네요..,약의무서움을알고 단약을했으나 온갖 금단현상이찿아왔습니다 이명도오고.어지러움오고 불면증에...단약한지 한달반정도인 11월중순까지고생하다가 이명때문에 TMS도해보고 여기저기안가본병원이 없네요 진료받고약처방받으면 신경계통약은 다버렸습니다 그만큼 신경정신과약계통약 단약에 의지가있었죠,TMS받고난,한달전부터는 온몸에 근육경련(근육튐)현상때문에 루게릭이아닐까 공포에 떨다 오늘 신경과와서검사후 그건아닌걸로 진단내려서 한시름놨네요..,신경과와서 수액맞으며 지금 많은생각에 젓어있네요.. 지금까지에 증상. 어지러움에 근육경련에.이명.. 여기신경과도 신경 정신과약을 처방을해주네요.,.그래야어지러움이나 증상들에서 좋아진다고..정말 신경계통약은 안먹으려고 3개월넘게 단약하고 고생하고지내왔는데 지금 상황에서는 다시 그약물들을 필요로인해 먹어야하는걸까요..,정말지난 3개월간 사는게 사는게아닙니다..,아니면 더버텨보다보면 언제올지모를 금단현상이끝나긴할까요.. 전 그날이올거라고 진짜 이악물며단약을했습니다..여러분들의 진심어린 조언좀부탁드립니다.. 이제 병원투어도 지치고힘드네요..,정말..답은 정해져있는데 제가 그답만 회피하며 고생만했는지..휴..정말 괴롭습니다..,신경정신계통약은 한번먹으면 끊을수없는거같아 너무고민되네요 의사분들은 끊을수있다고하지만,그건 쉽지않자는걸 너무잘기에 이러지도 저러지도못하고있네요,.정말힘드네요."
1091	pandemic	좋은 사람이 되는 법	2023.01.03	"우울증을 3월달에 진단 받고 치료 중인 이제 19살이 되는 고등학생입니다.,넷상에서 친해진 사람들과 8월달에 크게 싸우고 그 이후로 전 계정을 탈퇴했었습니다. 하지만 종종 들려오는 소식을 들으니 그 친구들은 저 없이도 행복하게 지내는 것 같더라고요 오히려 자기들끼리 더 돈독히.,저도 그 사이에 끼고 싶기보단 그들이 서로를 좋아해주는덴 이유가 있다고 생각합니다. 그들이 좋은 사람이어서겠죠 저도 그들처럼 좋은 사람이 되고 싶습니다. 물론 제 실제친구들도 저를 많이 아껴주긴 합니다만 제가 그걸 알고는 있지만 잘 못 느끼는 것 같아요 아님 말로만 그러는건진 모르겠지만요,저도 좋은 사람이 되어서 많은 사랑을 받고 싶습니다 제가 이 세상에 사는 이유를 찾고 싶어요 더 이상 언제 죽어도 삶에 미련이 없듯이 살아가는 지금처럼 살고 싶지 않습니다,제게 방법이 있을까요 만약 제가 그들처럼을 사랑을 받는다고 해도 더 큰 사랑을 요구하게 되면 어떡하죠"
1092	pandemic	엄마때문에 미친듯이 화가나요	2023.01.24	"이제24살되는 여자입니다..,,우울증이 21살에 찾아오면서 만성우울증이라는 진단을 받았었는데요 21살 조금 넘어가면서 예전엔 잘되던? 감정조절이,아예 안되기 시작한겁니다..,,어릴때부터 엄마가 화내는건 당연했는데요,반찬을 흘려도 물컵을 쏟아도 집에 머리카락을 많이 흘려도,불같이 화를 냈습니다 그때마다 방에 혼자들어가서,메모지에 엄마가 너무싫다 부터시작해서 욕까지 적으며,풀었는데요 그 메모지를 숨겨놓았지만 엄마가 찾아 읽어버리며,저를 집밖에 쫓아 내곤 했습니다,저는 그때부터 방에가서 조용히 입으로 욕을하기 시작했고,엄마랑 있는게 숨이 막혔습니다,학교에선 따돌림, 집에선 불같은 엄마,마음둘곳이 아예없어져서 늘 숨어서 울며 지냈고,우는것을 들키면 엄마는 또 화를 내셨습니다,엄마의 눈치를 엄청 봤고 알바조차 하고싶지만,얘기도 못꺼내고 어떤말을 해도 화를 냈기에,저는 하고싶은게 있어도 얘기를 하지 못했습니다,그렇게 20대가 되고 우울증까지 걸리니 엄마가 화내면,저도 참을 수가 없는겁니다.. 제가 더 미친듯이 화내야 엄마가 조용히 있는걸보고 저도 엄마랑 똑같은 짓을 하고있다는걸 자각했습니다.. 엄마도 저도 고치기 힘든 나이까지 와버린것 같아,고칠 생각은 엄두도 못내고 매일이 전쟁같습니다..,어떡해야 좋을까요.."
1093	pandemic	"우울증으로 진단받고 약 복용중인데, 점점 몸과 마음이 안 좋아지는 거 같아요 (창원 20대후반/여 우울증)"	2023.01.27	"정신과에서 우울증으로 진단받아서 약물 복용 중인데,,혼자 있는 시간이 되면 기분이 다운되면서 생각이 많아지고, 기력도 없고 식욕까지 떨어집니다.,,항상 컨디션이 계속 안 좋아요. 최근에는 불면증도 생긴거 같고 정신적, 신체적으로 너무 힘이 듭니다.,,한의원 치료나 심리상담 같은 것도 병행 해도 될까요..??,,어떻게 해서든 우울증을 극복하고 싶은데 병행치료하면 좀 나아질 수 있을까요..?"
1094	pandemic	우울증 약 끊기를 하고 싶습니다.(송내 30대중반/여 우울증)	2023.02.01	"현재 우울증으로 치료를 받고 있는 상태인데요. 경증이라 그런지,,한 반년은 갈 줄 알았는데 생각보다 빨리 증상이 잡히는 것 같습니다.,,그래서 당장 우울증 약 끊기를 하고 싶은 심경인데요. 그렇다고 막 끊으면,,부작용이 생긴다고 해서 그것대로 또 걱정이 많이 됩니다. 혹시 우울증 약 끊기는,,어떻게 진행하는 것이 좋을까요? 의사선생님께 문의해보았더니 갑자기 끊는 건,,안된다고 하던데 서서히 줄여도 졸림같은 부작용 때문에 따로 먹고 싶지가 않습니다."
1095	pandemic	치매 초기증상	2023.02.02	"안녕하세요 올해26살된 여자입니다.,우선 음 우울증이 있는데요 약먹은지 10년 된 것 같아요.,최근들어 기억력이 좀 이상해서 물어봅니다. 다음 병원예약이 2주 뒤인데 앞으로 당길까 고민중인데 판단에 도움이 되고자 올려요,1. 말을 하다가 단어가 생각나지 않아 그냥 말하다가 마는 경우가 잦아요.,2. 이직한지 한달째인데 퇴근하고 환승하는 길이 너무 낯설어서 무서웠어요 일단 가보다가 찾긴했는데 계속 처음 온 느낌이더라구요(평소랑 다른 곳을 통해 갔다면, 진짜 처음갔을 수도 있는데 그것조차 모르겠어요),3. 다른곳을 갈때 충전기2개를 챙겼는데 집에오니 한개만 가져와서 잃어버렸구나 했는데 알고보니 멀티탭에 잘 꽂혀있었어요 (남자친구가 집에와서 4일만에 대신 발견해줌) 제가 집에와서 꽂아두고 다른나머지 한개 발견하고는 이것만 챙겼다고 생각한 것 같아요.,4. 한달전쯤 누군가 말해서 알게된 생일은 안잊는데 남자친구생일 친구들 생일이 잘 기억안나요,5. 집에서 자꾸 물건을 잃어버립니다,,빠른시일에 방문이 좋을까요? 그리고 치매도 설문같응 방법 말고 기계를 사용해서 확진받나요?"
1096	pandemic	수면제 복용 후 악몽만 꾸면 안 맞는건가요?	2023.02.06	"안녕하세요.,현재 우울증 진단으로 우울증+불안증 약과 수면제를 처방받은지 총3주째가 되었습니다.,첫 진단 후 2주동안 약 복용시 우울증+불안증 약, 수면제 복용시 약이 너무 잘맞아 개운하게 매일 아침을 맞이한다고했습니다.,약이 잘 맞는거 같다며 2주치를 더 처방해주셨는데, 전과 동일한 약을 처방해주신다고 했습니다.,그런데 불안증 증상도 좀 나아진거 같더니 살짝 진료전과 비슷해지고, 수면제를 복용했는데,일주일 내내 악몽에 시달려 평소보다 더깨서 일어나면 두통과 피곤함이 더 생겼습니다.,,일주일 뒤에 병원을 가는데, 혹시 이 증상이 약이 안 맞아서 그런거 일 수도 있나요?,일주일내내 악몽에 시달리니 잠을 자는거같지도않고 하루종일 몽롱하고 힘도없고 너무 힘이 듭니다.."
1097	pandemic	정신건강의학과 어떤 약인지 봐주세요	2023.02.07	오늘 정신건강의학과에서 우울증으로 진단받고 약 처방 받아왔어요. 각각 약 이름을 알 수 있을까요?
1098	pandemic	대학병원에도 돌팔이 의사 많나요?	2023.02.08	"우울증 진단받고 고등학교때부터 서울에 있는 대학병원에서 외래진료를 받았는데요,의사가 너무 성의없게 환자를 대하는것 같아요,상담도 제대로 안하고 약이 저한테 맞지 않으니 바꿔달라고 여러번 말을 했는데도,약도 변경없이 그대로 처방하고요,분명히 해당의사 진료과목에 청소년상담도 포함되어 있었거든요?,제가 의사한테 물어보니까 여기 병원에선 그런 상담같은거 없다는식으로 말하더라고요.,말하는것도 좀 싸가지 없게 말을해요,경찰말고 다른거 하세요~ 저도 제가 정신과 의사될줄 몰랐어요~,그건 본인이 알아서 노력하세요~,그냥 이제 저 말고 다른병원 가보시는거 어때요~?,되게 환자입장에선 무례하다고 느낀게 한두번이 아니에요,여기 간호조무사도 되게 말 ㅈ같이 하던데,의사가 먼저 환자에게 성의없의 진료하고 환자에 대한 예의를 갖추지 않으면서,저보고 역으로 뭐라 하던데;;,문제될까봐 병원이름은 말 안하겠는데요,의대갔다고 공부잘하면 환자 개무시해도 명예를 얻는게 정상인가요?,이거 어디다가 민원넣어야 하나요?,이런말 하기 그렇지만 그 의사 돌팔이 같고 시ㅡ발년 같네요 정말로,이것도 되게 순환시켜서 말한거라서요;,알려주세요.. 정말로"
